time,dry_bulb_temperature,relative_humidity,wind_speed,direct_normal_irradiance,diffuse_horizontal_irradiance
2024-01-01 00:00:00,26.565791228081032,53.83582852500375,2.948504170921442,194.38652326447544,105.30069152248258
2024-01-01 01:00:00,25.922469858526323,76.01578191367219,3.2974168537089876,381.45013611996956,126.31499660259098
2024-01-01 02:00:00,26.480761329030464,76.53278026364293,2.2560191145676938,270.4674718505104,198.42376974725687
2024-01-01 03:00:00,27.548643840083166,82.38630749515612,2.547566621453666,239.28234588909493,66.01490016341805
2024-01-01 04:00:00,28.28315380347399,69.07115119299525,-0.3985299204211694,394.86862935046497,80.17368600561112
2024-01-01 05:00:00,27.47648679446892,74.78193453435343,2.5689523868996837,331.325456570005,189.71242283959106
2024-01-01 06:00:00,23.145821296614006,67.9217338830447,2.443223955490986,324.76768316747047,40.96612052866631
2024-01-01 07:00:00,25.27339383772874,66.01464566190549,2.053668798205218,230.4536926730692,84.58742436775904
2024-01-01 08:00:00,24.222020336478813,73.79293346753755,1.6738115425034554,390.21804371089286,198.86294538120342
2024-01-01 09:00:00,27.825804232261383,77.96901988484461,4.060534787943547,193.0280789504896,104.87092492862087
2024-01-01 10:00:00,24.047765484030002,73.47841241583764,3.750063578644725,368.08737274628993,157.65691644852092
2024-01-01 11:00:00,28.763946425342553,71.66293456541952,2.035037249398583,363.17876607184564,94.18781289617121
2024-01-01 12:00:00,23.338722684047866,88.53679659689658,2.457261164440493,211.5927566070078,125.40352926192136
2024-01-01 13:00:00,26.55679259101441,76.9679208153431,1.4486358350967947,390.3051101831095,64.28745788729742
2024-01-01 14:00:00,25.18295217652581,73.00803874634848,1.3858725612281706,326.6683724196206,51.20486753778045
2024-01-01 15:00:00,25.349706811648343,75.3217107952858,1.3225536632671502,407.6579610264155,53.195023174463394
2024-01-01 16:00:00,26.429796568145488,77.7983058970277,1.1510349454766926,340.99977960404186,38.37206881792425
2024-01-01 17:00:00,24.69631402726934,68.77374784565697,3.1508389428917187,291.1764124114031,63.07728782169817
2024-01-01 18:00:00,23.986325453972896,77.01384890475781,2.173491010380394,287.051325155422,90.37234336832466
2024-01-01 19:00:00,28.32207701798932,80.43679297355703,1.6244216773430886,375.23871236631294,109.57952021417435
2024-01-01 20:00:00,25.741825797193226,61.579480329771,0.8490450579763844,247.487569819876,11.004072401623418
2024-01-01 21:00:00,23.77093287979313,84.21549176201786,3.2448861837020204,276.5069393996186,73.45892893068219
