Charger_01,Charger_02,Charger_03,Charger_04,Charger_05,Charger_06,Charger_07,Charger_08,Charger_09,Charger_10,Charger_11,Charger_12,Charger_13,Charger_14,Charger_15,Charger_16,Charger_17,Charger_18,Charger_19,Charger_20,Charger_21,Charger_22,Charger_23,Charger_24,Charger_25,Charger_26,Charger_27,Charger_28,Charger_29,Charger_30,Charger_31,Charger_32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536,0.812596649484536
1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927,1.1993556701030927
1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956,1.5286189862542956
1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257,1.9005154639175257
1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422,1.8635953608247422
1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876,1.7667525773195876
1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969,1.735631443298969
1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856,1.7487113402061856
1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475,1.8024484536082475
1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796,1.9133376288659796
1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897,1.641688144329897
