socket_id,mean_power_kw,max_power_kw,total_energy_kwh
MOTO_00_SOCKET_0,0.8905694651845704,2.517767986361876,7801.388515016836
MOTO_00_SOCKET_1,0.8914429831398865,2.5029875293451207,7809.040532305406
MOTO_00_SOCKET_2,0.8936516417580822,2.470281803243629,7828.3883818008
MOTO_00_SOCKET_3,0.8925317225128293,2.4936143884870137,7818.577889212384
MOTO_01_SOCKET_0,0.8941680031187448,2.479527001911518,7832.911707320204
MOTO_01_SOCKET_1,0.8911178036439765,2.467248147331637,7806.191959921234
MOTO_01_SOCKET_2,0.8900406689367533,2.507579228071282,7796.756259885959
MOTO_01_SOCKET_3,0.8886455850837623,2.5090818713668974,7784.535325333758
MOTO_02_SOCKET_0,0.893204822599396,2.511514102949078,7824.4742459707095
MOTO_02_SOCKET_1,0.8909150517357307,2.4934782471852976,7804.415853205001
MOTO_02_SOCKET_2,0.8940087393632291,2.5194044620971874,7831.516556821887
MOTO_02_SOCKET_3,0.8870662308027769,2.4604621570802676,7770.700181832326
MOTO_03_SOCKET_0,0.8885382890020527,2.518725570425361,7783.5954116579815
MOTO_03_SOCKET_1,0.8948546285808534,2.4880105937719255,7838.926546368276
MOTO_03_SOCKET_2,0.8956580830127848,2.4872206932644283,7845.964807191995
MOTO_03_SOCKET_3,0.8934926688650087,2.4995182033754677,7826.995779257476
MOTO_04_SOCKET_0,0.8915634786028386,2.5055376480773046,7810.096072560866
MOTO_04_SOCKET_1,0.8893451630384663,2.500045794395043,7790.663628216965
MOTO_04_SOCKET_2,0.8930552351720672,2.518260075225208,7823.163860107309
MOTO_04_SOCKET_3,0.8925781029729566,2.502423863059121,7818.9841820431
MOTO_05_SOCKET_0,0.8930662195944117,2.4783727490217604,7823.2600836470465
MOTO_05_SOCKET_1,0.8874807489256027,2.4953815206061365,7774.3313605882795
MOTO_05_SOCKET_2,0.8869890651488174,2.498381969087018,7770.02421070364
MOTO_05_SOCKET_3,0.8901214388063668,2.5153259483759527,7797.463803943773
MOTO_06_SOCKET_0,0.8941426959467197,2.518480115218726,7832.690016493264
MOTO_06_SOCKET_1,0.8912003017849538,2.5175229815020237,7806.914643636195
MOTO_06_SOCKET_2,0.8890881829151083,2.472181196632651,7788.412482336348
MOTO_06_SOCKET_3,0.88994388533038,2.5003583217061447,7795.908435494129
MOTO_07_SOCKET_0,0.8895960940866834,2.501384405003794,7792.861784199346
MOTO_07_SOCKET_1,0.8919277342735603,2.476936777613983,7813.286952236388
MOTO_07_SOCKET_2,0.89968041805213,2.4890417374913185,7881.200462136659
MOTO_07_SOCKET_3,0.8957859841953101,2.4853199159068993,7847.085221550917
MOTO_08_SOCKET_0,0.8973735122896153,2.5069053010107663,7860.99196765703
MOTO_08_SOCKET_1,0.8940528865292174,2.4979660853175076,7831.903285995944
MOTO_08_SOCKET_2,0.8897796123422013,2.4885164711902643,7794.469404117684
MOTO_08_SOCKET_3,0.8904487953591953,2.48869212932598,7800.331447346551
MOTO_09_SOCKET_0,0.8934746091216597,2.5066627545171984,7826.837575905739
MOTO_09_SOCKET_1,0.8910882058786768,2.476918380066097,7805.932683497209
MOTO_09_SOCKET_2,0.8850295736668237,2.523065460585074,7752.859065321375
MOTO_09_SOCKET_3,0.8922007546865005,2.517750362117734,7815.678611053744
MOTO_10_SOCKET_0,0.8911943882962188,2.505900704062291,7806.862841474876
MOTO_10_SOCKET_1,0.8903314096955315,2.4733638830137505,7799.303148932856
MOTO_10_SOCKET_2,0.8860872125272855,2.465525900669781,7762.1239817390215
MOTO_10_SOCKET_3,0.8888641422298031,2.495721444317737,7786.449885933075
MOTO_11_SOCKET_0,0.8900242788344901,2.5252702483725114,7796.612682590133
MOTO_11_SOCKET_1,0.8910497443269901,2.490162716930095,7805.5957603044335
MOTO_11_SOCKET_2,0.8995677590066166,2.510875667417359,7880.213568897961
MOTO_11_SOCKET_3,0.889731783775027,2.5006877555731157,7794.050425869237
MOTO_12_SOCKET_0,0.8953244446976283,2.5094087641490455,7843.0421355512235
MOTO_12_SOCKET_1,0.8953696047300534,2.517565374143237,7843.437737435268
MOTO_12_SOCKET_2,0.8905644993080016,2.5002970007887004,7801.345013938095
MOTO_12_SOCKET_3,0.8970466661049737,2.4951814580213076,7858.12879507957
MOTO_13_SOCKET_0,0.8880890541771164,2.4867680742524443,7779.660114591539
MOTO_13_SOCKET_1,0.8926577317910733,2.482344602433204,7819.681730489802
MOTO_13_SOCKET_2,0.8954722221672131,2.5132032704920966,7844.336666184787
MOTO_13_SOCKET_3,0.8957317957582699,2.5057569763383887,7846.610530842444
MOTO_14_SOCKET_0,0.8928855442118138,2.5065773358882497,7821.677367295489
MOTO_14_SOCKET_1,0.8957710155011565,2.506114726951689,7846.954095790131
MOTO_14_SOCKET_2,0.8958050880700396,2.515761084053711,7847.252571493546
MOTO_14_SOCKET_3,0.890411140842005,2.501714134166551,7800.001593775964
MOTO_15_SOCKET_0,0.8893623000066185,2.4652557321910558,7790.813748057978
MOTO_15_SOCKET_1,0.8964381192886743,2.511533669989736,7852.797924968787
MOTO_15_SOCKET_2,0.8890428045100747,2.4853886346529395,7788.014967508254
MOTO_15_SOCKET_3,0.8946849127342871,2.493528263540733,7837.439835552354
MOTO_16_SOCKET_0,0.8933268838406098,2.5165374915347973,7825.543502443741
MOTO_16_SOCKET_1,0.8925973591312972,2.5132635568325603,7819.152865990163
MOTO_16_SOCKET_2,0.8931214580399548,2.4886240550243492,7823.743972430004
MOTO_16_SOCKET_3,0.893489709179462,2.483765097167024,7826.969852412088
MOTO_17_SOCKET_0,0.8924629096134556,2.5103762597606836,7817.9750882138715
