timestamp,power_kw,energy_kwh
2024-01-01 00:00:00,0.0,0.0
2024-01-01 01:00:00,0.0,0.0
2024-01-01 02:00:00,0.0,0.0
2024-01-01 03:00:00,0.0,0.0
2024-01-01 04:00:00,0.0,0.0
2024-01-01 05:00:00,0.0,0.0
2024-01-01 06:00:00,0.0,0.0
2024-01-01 07:00:00,0.0,0.0
2024-01-01 08:00:00,0.0,0.0
2024-01-01 09:00:00,0.0,0.0
2024-01-01 10:00:00,0.13255621161998762,0.13255621161998762
2024-01-01 11:00:00,0.4402515859450382,0.4402515859450382
2024-01-01 12:00:00,1.026966272207943,1.026966272207943
2024-01-01 13:00:00,1.2586209463667495,1.2586209463667495
2024-01-01 14:00:00,2.2955825479299583,2.2955825479299583
2024-01-01 15:00:00,2.2951315672637853,2.2951315672637853
2024-01-01 16:00:00,2.654106542061354,2.654106542061354
2024-01-01 17:00:00,3.940469010517481,3.940469010517481
2024-01-01 18:00:00,3.1974972138704576,3.1974972138704576
2024-01-01 19:00:00,2.632654480657724,2.632654480657724
2024-01-01 20:00:00,3.3432155267179122,3.3432155267179122
2024-01-01 21:00:00,2.9975792949209286,2.9975792949209286
2024-01-01 22:00:00,0.0,0.0
2024-01-01 23:00:00,0.0,0.0
2024-01-02 00:00:00,0.0,0.0
2024-01-02 01:00:00,0.0,0.0
2024-01-02 02:00:00,0.0,0.0
2024-01-02 03:00:00,0.0,0.0
2024-01-02 04:00:00,0.0,0.0
2024-01-02 05:00:00,0.0,0.0
2024-01-02 06:00:00,0.0,0.0
2024-01-02 07:00:00,0.0,0.0
2024-01-02 08:00:00,0.0,0.0
2024-01-02 09:00:00,0.0,0.0
2024-01-02 10:00:00,0.11549459699968001,0.11549459699968001
2024-01-02 11:00:00,0.5466068025109526,0.5466068025109526
2024-01-02 12:00:00,0.9359609587920771,0.9359609587920771
2024-01-02 13:00:00,1.7008082226487773,1.7008082226487773
2024-01-02 14:00:00,2.542173759897602,2.542173759897602
2024-01-02 15:00:00,2.613146530596014,2.613146530596014
2024-01-02 16:00:00,3.2096618061704967,3.2096618061704967
2024-01-02 17:00:00,3.3081406941596336,3.3081406941596336
2024-01-02 18:00:00,3.3336131446842496,3.3336131446842496
2024-01-02 19:00:00,2.995667184390043,2.995667184390043
2024-01-02 20:00:00,3.2337996944066654,3.2337996944066654
2024-01-02 21:00:00,3.1824076506691092,3.1824076506691092
2024-01-02 22:00:00,0.0,0.0
2024-01-02 23:00:00,0.0,0.0
2024-01-03 00:00:00,0.0,0.0
2024-01-03 01:00:00,0.0,0.0
2024-01-03 02:00:00,0.0,0.0
2024-01-03 03:00:00,0.0,0.0
2024-01-03 04:00:00,0.0,0.0
2024-01-03 05:00:00,0.0,0.0
2024-01-03 06:00:00,0.0,0.0
2024-01-03 07:00:00,0.0,0.0
2024-01-03 08:00:00,0.0,0.0
2024-01-03 09:00:00,0.0,0.0
2024-01-03 10:00:00,0.11402225933462296,0.11402225933462296
2024-01-03 11:00:00,0.46786856203542543,0.46786856203542543
2024-01-03 12:00:00,0.9677069620749172,0.9677069620749172
2024-01-03 13:00:00,1.3091439168415673,1.3091439168415673
2024-01-03 14:00:00,2.315304711169874,2.315304711169874
2024-01-03 15:00:00,2.6651544103624225,2.6651544103624225
2024-01-03 16:00:00,2.950395475768512,2.950395475768512
2024-01-03 17:00:00,4.218616854003444,4.218616854003444
2024-01-03 18:00:00,3.1890542940706017,3.1890542940706017
2024-01-03 19:00:00,3.602266648800885,3.602266648800885
2024-01-03 20:00:00,3.2177983104756596,3.2177983104756596
2024-01-03 21:00:00,2.9998444542055447,2.9998444542055447
2024-01-03 22:00:00,0.0,0.0
2024-01-03 23:00:00,0.0,0.0
2024-01-04 00:00:00,0.0,0.0
2024-01-04 01:00:00,0.0,0.0
2024-01-04 02:00:00,0.0,0.0
2024-01-04 03:00:00,0.0,0.0
