timestamp,power_kw,energy_kwh
2024-01-01 00:00:00,0.0,0.0
2024-01-01 01:00:00,0.0,0.0
2024-01-01 02:00:00,0.0,0.0
2024-01-01 03:00:00,0.0,0.0
2024-01-01 04:00:00,0.0,0.0
2024-01-01 05:00:00,0.0,0.0
2024-01-01 06:00:00,0.0,0.0
2024-01-01 07:00:00,0.0,0.0
2024-01-01 08:00:00,0.0,0.0
2024-01-01 09:00:00,0.0,0.0
2024-01-01 10:00:00,0.12945529488264013,0.12945529488264013
2024-01-01 11:00:00,0.46407960375971086,0.46407960375971086
2024-01-01 12:00:00,0.9310633827143443,0.9310633827143443
2024-01-01 13:00:00,1.605858531296901,1.605858531296901
2024-01-01 14:00:00,2.2306309784838283,2.2306309784838283
2024-01-01 15:00:00,2.5872369640432065,2.5872369640432065
2024-01-01 16:00:00,2.8672832422625407,2.8672832422625407
2024-01-01 17:00:00,3.078755804809181,3.078755804809181
2024-01-01 18:00:00,3.512907096027484,3.512907096027484
2024-01-01 19:00:00,2.7765513064786043,2.7765513064786043
2024-01-01 20:00:00,3.6900984707497444,3.6900984707497444
2024-01-01 21:00:00,3.5378030413053807,3.5378030413053807
2024-01-01 22:00:00,0.0,0.0
2024-01-01 23:00:00,0.0,0.0
2024-01-02 00:00:00,0.0,0.0
2024-01-02 01:00:00,0.0,0.0
2024-01-02 02:00:00,0.0,0.0
2024-01-02 03:00:00,0.0,0.0
2024-01-02 04:00:00,0.0,0.0
2024-01-02 05:00:00,0.0,0.0
2024-01-02 06:00:00,0.0,0.0
2024-01-02 07:00:00,0.0,0.0
2024-01-02 08:00:00,0.0,0.0
2024-01-02 09:00:00,0.0,0.0
2024-01-02 10:00:00,0.13327569795960387,0.13327569795960387
2024-01-02 11:00:00,0.4506318098020554,0.4506318098020554
2024-01-02 12:00:00,1.0198355877747265,1.0198355877747265
2024-01-02 13:00:00,1.6767513273088512,1.6767513273088512
2024-01-02 14:00:00,2.4406333504704607,2.4406333504704607
2024-01-02 15:00:00,2.967594924539094,2.967594924539094
2024-01-02 16:00:00,2.9993393077611876,2.9993393077611876
2024-01-02 17:00:00,3.520225959145522,3.520225959145522
2024-01-02 18:00:00,3.5181338339242667,3.5181338339242667
2024-01-02 19:00:00,3.7635394657465784,3.7635394657465784
2024-01-02 20:00:00,3.8005935348633155,3.8005935348633155
2024-01-02 21:00:00,3.2295809162171167,3.2295809162171167
2024-01-02 22:00:00,0.0,0.0
2024-01-02 23:00:00,0.0,0.0
2024-01-03 00:00:00,0.0,0.0
2024-01-03 01:00:00,0.0,0.0
2024-01-03 02:00:00,0.0,0.0
2024-01-03 03:00:00,0.0,0.0
2024-01-03 04:00:00,0.0,0.0
2024-01-03 05:00:00,0.0,0.0
2024-01-03 06:00:00,0.0,0.0
2024-01-03 07:00:00,0.0,0.0
2024-01-03 08:00:00,0.0,0.0
2024-01-03 09:00:00,0.0,0.0
2024-01-03 10:00:00,0.13658571669086944,0.13658571669086944
2024-01-03 11:00:00,0.4792941487072385,0.4792941487072385
2024-01-03 12:00:00,0.9011101717606274,0.9011101717606274
2024-01-03 13:00:00,1.5416465510329393,1.5416465510329393
2024-01-03 14:00:00,2.2615731271767756,2.2615731271767756
2024-01-03 15:00:00,2.2656111533815624,2.2656111533815624
2024-01-03 16:00:00,3.299943517085646,3.299943517085646
2024-01-03 17:00:00,3.112657251415042,3.112657251415042
2024-01-03 18:00:00,3.426247851468506,3.426247851468506
2024-01-03 19:00:00,3.6568721928540535,3.6568721928540535
2024-01-03 20:00:00,3.505273517150274,3.505273517150274
2024-01-03 21:00:00,3.211778042414245,3.211778042414245
2024-01-03 22:00:00,0.0,0.0
2024-01-03 23:00:00,0.0,0.0
2024-01-04 00:00:00,0.0,0.0
2024-01-04 01:00:00,0.0,0.0
2024-01-04 02:00:00,0.0,0.0
