hour,factor,energy_kwh,power_kw,is_peak
0,0.0,0.0,0.0,False
1,0.0,0.0,0.0,False
2,0.0,0.0,0.0,False
3,0.0,0.0,0.0,False
4,0.0,0.0,0.0,False
5,0.0,0.0,0.0,False
6,0.0,0.0,0.0,False
7,0.0,0.0,0.0,False
8,0.0,0.0,0.0,False
9,0.0,0.0,0.0,False
10,0.004286694101508916,0.23868312757201646,0.23868312757201646,False
11,0.01577503429355281,0.8783539094650206,0.8783539094650206,False
12,0.032407407407407406,1.8044444444444445,1.8044444444444445,False
13,0.05212620027434842,2.9023868312757206,2.9023868312757206,False
14,0.07287379972565158,4.057613168724281,4.057613168724281,False
15,0.09259259259259259,5.155555555555556,5.155555555555556,False
16,0.10922496570644719,6.08164609053498,6.08164609053498,False
17,0.12071330589849108,6.721316872427984,6.721316872427984,False
18,0.125,6.960000000000001,6.960000000000001,True
19,0.125,6.960000000000001,6.960000000000001,True
20,0.125,6.960000000000001,6.960000000000001,True
21,0.125,6.960000000000001,6.960000000000001,True
22,0.0,0.0,0.0,False
23,0.0,0.0,0.0,False
