day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.1813,0.7250
0,0,15,1,0.2067,0.8267
0,0,30,2,0.1576,0.6303
0,0,45,3,0.1817,0.7269
0,1,0,4,0.0703,0.2810
0,1,15,5,0.0921,0.3685
0,1,30,6,0.0884,0.3538
0,1,45,7,0.1187,0.4746
0,2,0,8,0.0731,0.2924
0,2,15,9,0.0897,0.3588
0,2,30,10,0.1172,0.4689
0,2,45,11,0.0951,0.3804
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0512,0.2050
0,5,15,21,0.0948,0.3791
0,5,30,22,0.0954,0.3815
0,5,45,23,0.0896,0.3582
0,6,0,24,0.2915,1.1661
0,6,15,25,0.2003,0.8012
0,6,30,26,0.2026,0.8103
0,6,45,27,0.2874,1.1498
0,7,0,28,0.5616,2.2464
0,7,15,29,0.7531,3.0125
0,7,30,30,0.8090,3.2359
0,7,45,31,0.7398,2.9591
0,8,0,32,1.5929,6.3716
0,8,15,33,1.4556,5.8224
0,8,30,34,1.6255,6.5021
0,8,45,35,1.4952,5.9809
0,9,0,36,1.8560,7.4238
0,9,15,37,1.8760,7.5041
0,9,30,38,1.6819,6.7277
0,9,45,39,1.4918,5.9673
0,10,0,40,1.7845,7.1381
0,10,15,41,1.5227,6.0909
0,10,30,42,1.5071,6.0285
0,10,45,43,1.2632,5.0527
0,11,0,44,1.3622,5.4489
0,11,15,45,1.4214,5.6857
0,11,30,46,1.8927,7.5708
0,11,45,47,1.3738,5.4952
0,12,0,48,0.9784,3.9137
0,12,15,49,0.8876,3.5505
0,12,30,50,1.1236,4.4945
0,12,45,51,0.8606,3.4425
0,13,0,52,0.7968,3.1871
0,13,15,53,0.8772,3.5088
0,13,30,54,1.1673,4.6692
0,13,45,55,1.3336,5.3345
0,14,0,56,1.3999,5.5998
0,14,15,57,1.2159,4.8637
0,14,30,58,1.1961,4.7844
0,14,45,59,1.3153,5.2613
0,15,0,60,1.5279,6.1116
0,15,15,61,1.2153,4.8613
0,15,30,62,1.3330,5.3320
0,15,45,63,1.0555,4.2221
0,16,0,64,1.7924,7.1695
0,16,15,65,1.6421,6.5685
0,16,30,66,1.8890,7.5560
