day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.1579,0.6317
0,0,15,1,0.1576,0.6305
0,0,30,2,0.1431,0.5724
0,0,45,3,0.1433,0.5731
0,1,0,4,0.0000,0.0000
0,1,15,5,0.0000,0.0000
0,1,30,6,0.0000,0.0000
0,1,45,7,0.0000,0.0000
0,2,0,8,0.0000,0.0000
0,2,15,9,0.0000,0.0000
0,2,30,10,0.0000,0.0000
0,2,45,11,0.0000,0.0000
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0000,0.0000
0,5,15,21,0.0000,0.0000
0,5,30,22,0.0000,0.0000
0,5,45,23,0.0000,0.0000
0,6,0,24,0.1744,0.6974
0,6,15,25,0.1344,0.5376
0,6,30,26,0.1377,0.5510
0,6,45,27,0.1575,0.6300
0,7,0,28,0.2679,1.0717
0,7,15,29,0.3165,1.2661
0,7,30,30,0.2676,1.0704
0,7,45,31,0.2921,1.1682
0,8,0,32,0.6251,2.5003
0,8,15,33,0.5496,2.1983
0,8,30,34,0.5917,2.3666
0,8,45,35,0.6923,2.7694
0,9,0,36,0.8272,3.3089
0,9,15,37,0.9558,3.8230
0,9,30,38,0.8829,3.5316
0,9,45,39,0.9127,3.6510
0,10,0,40,1.2465,4.9860
0,10,15,41,1.2649,5.0596
0,10,30,42,0.9232,3.6929
0,10,45,43,1.1664,4.6654
0,11,0,44,0.8232,3.2929
0,11,15,45,0.7845,3.1379
0,11,30,46,0.7781,3.1125
0,11,45,47,0.8734,3.4935
0,12,0,48,0.6910,2.7640
0,12,15,49,0.6333,2.5334
0,12,30,50,0.6428,2.5711
0,12,45,51,0.5518,2.2072
0,13,0,52,0.5363,2.1453
0,13,15,53,0.6589,2.6355
0,13,30,54,0.7401,2.9604
0,13,45,55,0.7736,3.0944
0,14,0,56,0.9941,3.9765
0,14,15,57,0.7775,3.1100
0,14,30,58,0.8044,3.2176
0,14,45,59,0.7685,3.0740
0,15,0,60,0.9788,3.9151
0,15,15,61,0.9287,3.7147
0,15,30,62,1.3689,5.4755
0,15,45,63,1.1791,4.7164
0,16,0,64,1.5670,6.2682
0,16,15,65,1.7809,7.1235
0,16,30,66,1.1326,4.5304
0,16,45,67,1.4378,5.7511
0,17,0,68,2.2109,8.8435
0,17,15,69,2.0884,8.3536
0,17,30,70,1.6381,6.5524
0,17,45,71,2.4705,9.8821
0,18,0,72,2.6752,10.7006
0,18,15,73,2.3103,9.2412
