day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.0459,0.1835
0,0,15,1,0.0638,0.2552
0,0,30,2,0.0495,0.1980
0,0,45,3,0.0491,0.1963
0,1,0,4,0.0206,0.0823
0,1,15,5,0.0259,0.1034
0,1,30,6,0.0258,0.1034
0,1,45,7,0.0278,0.1112
0,2,0,8,0.0218,0.0870
0,2,15,9,0.0308,0.1232
0,2,30,10,0.0354,0.1418
0,2,45,11,0.0279,0.1115
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0246,0.0984
0,5,15,21,0.0198,0.0791
0,5,30,22,0.0226,0.0904
0,5,45,23,0.0199,0.0797
0,6,0,24,0.0754,0.3016
0,6,15,25,0.0742,0.2969
0,6,30,26,0.0687,0.2747
0,6,45,27,0.0604,0.2415
0,7,0,28,0.2377,0.9506
0,7,15,29,0.2479,0.9915
0,7,30,30,0.2671,1.0685
0,7,45,31,0.2855,1.1419
0,8,0,32,0.3327,1.3310
0,8,15,33,0.4219,1.6876
0,8,30,34,0.3585,1.4339
0,8,45,35,0.3154,1.2615
0,9,0,36,0.5590,2.2360
0,9,15,37,0.3668,1.4671
0,9,30,38,0.4701,1.8805
0,9,45,39,0.4722,1.8889
0,10,0,40,0.4073,1.6293
0,10,15,41,0.4645,1.8579
0,10,30,42,0.4267,1.7069
0,10,45,43,0.4435,1.7739
0,11,0,44,0.4610,1.8439
0,11,15,45,0.5365,2.1459
0,11,30,46,0.3896,1.5583
0,11,45,47,0.3694,1.4775
0,12,0,48,0.2671,1.0683
0,12,15,49,0.2645,1.0579
0,12,30,50,0.2759,1.1035
0,12,45,51,0.2667,1.0670
0,13,0,52,0.3639,1.4558
0,13,15,53,0.3051,1.2203
0,13,30,54,0.2171,0.8683
0,13,45,55,0.3843,1.5371
0,14,0,56,0.3240,1.2958
