day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.0630,0.2520
0,0,15,1,0.0778,0.3111
0,0,30,2,0.0887,0.3548
0,0,45,3,0.0676,0.2704
0,1,0,4,0.0000,0.0000
0,1,15,5,0.0000,0.0000
0,1,30,6,0.0000,0.0000
0,1,45,7,0.0000,0.0000
0,2,0,8,0.0000,0.0000
0,2,15,9,0.0000,0.0000
0,2,30,10,0.0000,0.0000
0,2,45,11,0.0000,0.0000
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0000,0.0000
0,5,15,21,0.0000,0.0000
0,5,30,22,0.0000,0.0000
0,5,45,23,0.0000,0.0000
0,6,0,24,0.0847,0.3388
0,6,15,25,0.0756,0.3025
0,6,30,26,0.0706,0.2823
0,6,45,27,0.0899,0.3594
0,7,0,28,0.1661,0.6645
0,7,15,29,0.1853,0.7413
0,7,30,30,0.2128,0.8513
0,7,45,31,0.1484,0.5937
0,8,0,32,0.3518,1.4073
0,8,15,33,0.3783,1.5133
0,8,30,34,0.4087,1.6350
0,8,45,35,0.2407,0.9626
0,9,0,36,0.4151,1.6606
0,9,15,37,0.4773,1.9090
0,9,30,38,0.4274,1.7096
0,9,45,39,0.3808,1.5233
0,10,0,40,0.4828,1.9312
0,10,15,41,0.4454,1.7817
0,10,30,42,0.6922,2.7690
0,10,45,43,0.4915,1.9661
0,11,0,44,0.3464,1.3856
0,11,15,45,0.4436,1.7744
0,11,30,46,0.4672,1.8686
0,11,45,47,0.5288,2.1152
0,12,0,48,0.2487,0.9947
0,12,15,49,0.3207,1.2827
0,12,30,50,0.3784,1.5138
0,12,45,51,0.3409,1.3635
0,13,0,52,0.4901,1.9603
0,13,15,53,0.3815,1.5258
0,13,30,54,0.4102,1.6409
0,13,45,55,0.4352,1.7407
0,14,0,56,0.6449,2.5795
0,14,15,57,0.5742,2.2969
0,14,30,58,0.6211,2.4844
0,14,45,59,0.4685,1.8739
0,15,0,60,0.6810,2.7238
0,15,15,61,0.4215,1.6860
0,15,30,62,0.5073,2.0292
0,15,45,63,0.6778,2.7110
0,16,0,64,0.7978,3.1911
0,16,15,65,0.6065,2.4262
