day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.5310,2.1241
0,0,15,1,0.4590,1.8359
0,0,30,2,0.4696,1.8786
0,0,45,3,0.4228,1.6911
0,1,0,4,0.2398,0.9594
0,1,15,5,0.2776,1.1104
0,1,30,6,0.2739,1.0956
0,1,45,7,0.2835,1.1340
0,2,0,8,0.2197,0.8789
0,2,15,9,0.2527,1.0110
0,2,30,10,0.2229,0.8914
0,2,45,11,0.3098,1.2390
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.2284,0.9134
0,5,15,21,0.2961,1.1843
0,5,30,22,0.1919,0.7677
0,5,45,23,0.1990,0.7961
0,6,0,24,0.6567,2.6269
0,6,15,25,0.7886,3.1544
0,6,30,26,0.5518,2.2071
0,6,45,27,0.5814,2.3256
0,7,0,28,2.2827,9.1307
0,7,15,29,1.2708,5.0834
0,7,30,30,1.8090,7.2359
0,7,45,31,1.6735,6.6938
0,8,0,32,4.4155,17.6621
0,8,15,33,3.3006,13.2023
0,8,30,34,2.7012,10.8047
0,8,45,35,3.6882,14.7528
0,9,0,36,4.3564,17.4255
0,9,15,37,3.9338,15.7352
0,9,30,38,5.2192,20.8767
0,9,45,39,3.2334,12.9336
0,10,0,40,4.7018,18.8072
0,10,15,41,4.4696,17.8783
0,10,30,42,3.0512,12.2049
0,10,45,43,3.8434,15.3737
0,11,0,44,4.3335,17.3342
0,11,15,45,4.2322,16.9287
0,11,30,46,3.1963,12.7854
0,11,45,47,2.7440,10.9758
0,12,0,48,2.1578,8.6313
0,12,15,49,2.2554,9.0216
0,12,30,50,2.1302,8.5208
0,12,45,51,2.4143,9.6571
0,13,0,52,2.4418,9.7672
0,13,15,53,2.1464,8.5856
0,13,30,54,2.7176,10.8706
0,13,45,55,2.2705,9.0821
0,14,0,56,3.3860,13.5439
0,14,15,57,4.2974,17.1895
0,14,30,58,2.7317,10.9270
0,14,45,59,3.7857,15.1428
0,15,0,60,3.7205,14.8820
0,15,15,61,2.9544,11.8174
0,15,30,62,3.5719,14.2876
0,15,45,63,3.2573,13.0291
0,16,0,64,5.9255,23.7019
0,16,15,65,4.4558,17.8233
0,16,30,66,4.7080,18.8319
0,16,45,67,5.5215,22.0860
0,17,0,68,4.1156,16.4623
0,17,15,69,6.2733,25.0933
0,17,30,70,3.9192,15.6769
0,17,45,71,4.4201,17.6805
0,18,0,72,6.0304,24.1215
0,18,15,73,6.2912,25.1647
0,18,30,74,5.7493,22.9973
0,18,45,75,5.1243,20.4973
0,19,0,76,4.7455,18.9819
0,19,15,77,5.0692,20.2768
0,19,30,78,5.1780,20.7120
