day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.0527,0.2109
0,0,15,1,0.0967,0.3868
0,0,30,2,0.0806,0.3223
0,0,45,3,0.0750,0.3001
0,1,0,4,0.0343,0.1372
0,1,15,5,0.0413,0.1653
0,1,30,6,0.0371,0.1486
0,1,45,7,0.0458,0.1832
0,2,0,8,0.0471,0.1885
0,2,15,9,0.0415,0.1660
0,2,30,10,0.0384,0.1534
0,2,45,11,0.0403,0.1612
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0415,0.1660
0,5,15,21,0.0360,0.1441
0,5,30,22,0.0376,0.1504
0,5,45,23,0.0425,0.1700
0,6,0,24,0.1096,0.4385
0,6,15,25,0.1348,0.5394
0,6,30,26,0.0987,0.3949
0,6,45,27,0.1357,0.5426
0,7,0,28,0.2557,1.0229
0,7,15,29,0.3940,1.5762
0,7,30,30,0.4201,1.6804
0,7,45,31,0.3067,1.2269
0,8,0,32,0.5768,2.3070
0,8,15,33,0.6061,2.4246
0,8,30,34,0.7636,3.0544
0,8,45,35,0.5912,2.3649
0,9,0,36,0.7510,3.0039
0,9,15,37,0.7090,2.8362
0,9,30,38,0.6087,2.4350
0,9,45,39,0.5766,2.3064
0,10,0,40,0.7693,3.0772
0,10,15,41,0.8265,3.3059
0,10,30,42,0.7135,2.8539
0,10,45,43,0.4974,1.9894
0,11,0,44,0.6338,2.5351
0,11,15,45,0.4681,1.8725
0,11,30,46,0.5887,2.3549
0,11,45,47,0.6273,2.5090
0,12,0,48,0.2940,1.1759
0,12,15,49,0.3349,1.3397
0,12,30,50,0.4484,1.7935
0,12,45,51,0.3818,1.5273
0,13,0,52,0.4839,1.9356
0,13,15,53,0.5290,2.1161
0,13,30,54,0.5692,2.2767
0,13,45,55,0.5345,2.1381
0,14,0,56,0.5376,2.1504
0,14,15,57,0.7071,2.8283
0,14,30,58,0.6271,2.5085
0,14,45,59,0.6209,2.4837
0,15,0,60,0.6937,2.7747
0,15,15,61,0.5802,2.3208
0,15,30,62,0.6185,2.4738
0,15,45,63,0.8738,3.4950
0,16,0,64,0.8014,3.2057
