day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.1686,0.6745
0,0,15,1,0.1382,0.5527
0,0,30,2,0.1514,0.6058
0,0,45,3,0.1411,0.5645
0,1,0,4,0.0000,0.0000
0,1,15,5,0.0000,0.0000
0,1,30,6,0.0000,0.0000
0,1,45,7,0.0000,0.0000
0,2,0,8,0.0000,0.0000
0,2,15,9,0.0000,0.0000
0,2,30,10,0.0000,0.0000
0,2,45,11,0.0000,0.0000
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0000,0.0000
0,5,15,21,0.0000,0.0000
0,5,30,22,0.0000,0.0000
0,5,45,23,0.0000,0.0000
0,6,0,24,0.1346,0.5382
0,6,15,25,0.1125,0.4500
0,6,30,26,0.0903,0.3614
0,6,45,27,0.1091,0.4363
0,7,0,28,0.2634,1.0534
0,7,15,29,0.3275,1.3101
0,7,30,30,0.2762,1.1047
0,7,45,31,0.2488,0.9950
0,8,0,32,0.5656,2.2624
0,8,15,33,0.5166,2.0666
0,8,30,34,0.4645,1.8581
0,8,45,35,0.5140,2.0558
0,9,0,36,0.6785,2.7139
0,9,15,37,0.8247,3.2989
0,9,30,38,0.7901,3.1603
0,9,45,39,0.8992,3.5969
0,10,0,40,0.7951,3.1806
0,10,15,41,0.8823,3.5291
0,10,30,42,1.2457,4.9829
0,10,45,43,0.7774,3.1097
0,11,0,44,0.8514,3.4058
0,11,15,45,0.7372,2.9487
0,11,30,46,0.6452,2.5807
0,11,45,47,0.7793,3.1171
0,12,0,48,0.5792,2.3166
0,12,15,49,0.5698,2.2792
0,12,30,50,0.4527,1.8108
0,12,45,51,0.5090,2.0359
0,13,0,52,0.8076,3.2304
0,13,15,53,0.6604,2.6417
0,13,30,54,0.8464,3.3854
0,13,45,55,0.7371,2.9485
0,14,0,56,0.9574,3.8297
0,14,15,57,0.7390,2.9560
0,14,30,58,0.7611,3.0444
0,14,45,59,0.8590,3.4361
0,15,0,60,0.9861,3.9446
0,15,15,61,1.0010,4.0041
0,15,30,62,1.0727,4.2908
0,15,45,63,1.0818,4.3271
0,16,0,64,0.9031,3.6123
0,16,15,65,1.3771,5.5082
0,16,30,66,1.4922,5.9687
0,16,45,67,1.3200,5.2801
0,17,0,68,1.8732,7.4929
0,17,15,69,2.2822,9.1289
0,17,30,70,2.0833,8.3332
0,17,45,71,1.8178,7.2712
0,18,0,72,2.3192,9.2769
0,18,15,73,2.9640,11.8558
0,18,30,74,2.5794,10.3177
0,18,45,75,2.3367,9.3470
0,19,0,76,2.3824,9.5297
0,19,15,77,1.9573,7.8292
0,19,30,78,2.7587,11.0347
0,19,45,79,2.7622,11.0489
0,20,0,80,2.4132,9.6529
0,20,15,81,2.5209,10.0837
0,20,30,82,1.9680,7.8719
0,20,45,83,2.5485,10.1941
0,21,0,84,1.5601,6.2405
0,21,15,85,1.4931,5.9726
0,21,30,86,1.4506,5.8024
0,21,45,87,1.6191,6.4763
0,22,0,88,0.4944,1.9776
0,22,15,89,0.7215,2.8860
0,22,30,90,0.6195,2.4780
0,22,45,91,0.7435,2.9740
0,23,0,92,0.2264,0.9056
0,23,15,93,0.3206,1.2825
0,23,30,94,0.2715,1.0858
0,23,45,95,0.3157,1.2629
1,0,0,0,0.1124,0.4496
1,0,15,1,0.1526,0.6105
1,0,30,2,0.1280,0.5119
1,0,45,3,0.1102,0.4410
1,1,0,4,0.0000,0.0000
1,1,15,5,0.0000,0.0000
1,1,30,6,0.0000,0.0000
1,1,45,7,0.0000,0.0000
1,2,0,8,0.0000,0.0000
1,2,15,9,0.0000,0.0000
1,2,30,10,0.0000,0.0000
1,2,45,11,0.0000,0.0000
1,3,0,12,0.0000,0.0000
1,3,15,13,0.0000,0.0000
1,3,30,14,0.0000,0.0000
1,3,45,15,0.0000,0.0000
1,4,0,16,0.0000,0.0000
1,4,15,17,0.0000,0.0000
1,4,30,18,0.0000,0.0000
1,4,45,19,0.0000,0.0000
1,5,0,20,0.0000,0.0000
1,5,15,21,0.0000,0.0000
1,5,30,22,0.0000,0.0000
1,5,45,23,0.0000,0.0000
1,6,0,24,0.1489,0.5955
1,6,15,25,0.1315,0.5260
1,6,30,26,0.1510,0.6040
1,6,45,27,0.1377,0.5508
1,7,0,28,0.2291,0.9162
1,7,15,29,0.2385,0.9539
1,7,30,30,0.2251,0.9006
1,7,45,31,0.2414,0.9658
1,8,0,32,0.6461,2.5842
1,8,15,33,0.4495,1.7981
1,8,30,34,0.3945,1.5779
1,8,45,35,0.4492,1.7969
1,9,0,36,0.6942,2.7769
1,9,15,37,0.6548,2.6191
1,9,30,38,0.9448,3.7792
1,9,45,39,0.8098,3.2391
1,10,0,40,0.8023,3.2090
1,10,15,41,0.8433,3.3730
1,10,30,42,0.9661,3.8644
1,10,45,43,0.8808,3.5230
1,11,0,44,0.9304,3.7216
1,11,15,45,0.8035,3.2140
1,11,30,46,0.8739,3.4958
1,11,45,47,0.6476,2.5904
1,12,0,48,0.4853,1.9411
1,12,15,49,0.5331,2.1324
1,12,30,50,0.5593,2.2374
1,12,45,51,0.3866,1.5464
1,13,0,52,0.6110,2.4439
1,13,15,53,0.7891,3.1564
1,13,30,54,0.6292,2.5168
1,13,45,55,0.7296,2.9184
1,14,0,56,0.8675,3.4699
1,14,15,57,0.7550,3.0202
1,14,30,58,0.8437,3.3750
1,14,45,59,0.7514,3.0057
1,15,0,60,0.9451,3.7805
1,15,15,61,1.0308,4.1233
