day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.6736,2.6944
0,0,15,1,0.6102,2.4410
0,0,30,2,0.5514,2.2058
0,0,45,3,0.7621,3.0486
0,1,0,4,0.3246,1.2984
0,1,15,5,0.3548,1.4190
0,1,30,6,0.3722,1.4888
0,1,45,7,0.1799,0.7198
0,2,0,8,0.3654,1.4617
0,2,15,9,0.3453,1.3814
0,2,30,10,0.3955,1.5820
0,2,45,11,0.3394,1.3576
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.3051,1.2205
0,5,15,21,0.4211,1.6846
0,5,30,22,0.3187,1.2747
0,5,45,23,0.3789,1.5155
0,6,0,24,0.9873,3.9490
0,6,15,25,1.2489,4.9957
0,6,30,26,0.9185,3.6738
0,6,45,27,0.9741,3.8963
0,7,0,28,1.9425,7.7701
0,7,15,29,2.8554,11.4216
0,7,30,30,2.4727,9.8907
0,7,45,31,2.4516,9.8063
0,8,0,32,4.8243,19.2973
0,8,15,33,5.1653,20.6613
0,8,30,34,4.2062,16.8248
0,8,45,35,6.1466,24.5865
0,9,0,36,6.5344,26.1377
0,9,15,37,5.5296,22.1182
0,9,30,38,5.8172,23.2690
0,9,45,39,6.9663,27.8651
0,10,0,40,5.2583,21.0330
0,10,15,41,5.1724,20.6898
0,10,30,42,6.5175,26.0700
0,10,45,43,4.7795,19.1182
0,11,0,44,5.8848,23.5392
0,11,15,45,4.7369,18.9474
0,11,30,46,3.7159,14.8637
0,11,45,47,5.9469,23.7874
0,12,0,48,3.5618,14.2471
0,12,15,49,2.6945,10.7781
0,12,30,50,3.8542,15.4170
0,12,45,51,3.6656,14.6625
0,13,0,52,2.2546,9.0184
0,13,15,53,5.5533,22.2134
0,13,30,54,5.1080,20.4321
0,13,45,55,4.4992,17.9966
0,14,0,56,5.4368,21.7471
0,14,15,57,4.1629,16.6514
0,14,30,58,5.0855,20.3421
0,14,45,59,4.2164,16.8657
0,15,0,60,3.8381,15.3522
0,15,15,61,6.1230,24.4918
0,15,30,62,4.0839,16.3355
0,15,45,63,4.0776,16.3104
0,16,0,64,5.8939,23.5756
0,16,15,65,4.1525,16.6098
0,16,30,66,6.9664,27.8658
0,16,45,67,6.5992,26.3968
0,17,0,68,6.7860,27.1441
0,17,15,69,6.1257,24.5027
0,17,30,70,7.0106,28.0423
0,17,45,71,7.2900,29.1602
0,18,0,72,5.2396,20.9584
0,18,15,73,7.4457,29.7830
