day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.0907,0.3628
0,0,15,1,0.1274,0.5096
0,0,30,2,0.1016,0.4063
0,0,45,3,0.1076,0.4305
0,1,0,4,0.0000,0.0000
0,1,15,5,0.0000,0.0000
0,1,30,6,0.0000,0.0000
0,1,45,7,0.0000,0.0000
0,2,0,8,0.0000,0.0000
0,2,15,9,0.0000,0.0000
0,2,30,10,0.0000,0.0000
0,2,45,11,0.0000,0.0000
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0000,0.0000
0,5,15,21,0.0000,0.0000
0,5,30,22,0.0000,0.0000
0,5,45,23,0.0000,0.0000
0,6,0,24,0.0916,0.3664
0,6,15,25,0.1210,0.4840
0,6,30,26,0.1066,0.4263
0,6,45,27,0.1095,0.4381
0,7,0,28,0.2647,1.0588
0,7,15,29,0.2458,0.9830
0,7,30,30,0.2725,1.0899
0,7,45,31,0.2236,0.8943
0,8,0,32,0.3986,1.5945
0,8,15,33,0.3439,1.3757
0,8,30,34,0.2801,1.1202
0,8,45,35,0.4473,1.7892
0,9,0,36,0.4860,1.9441
0,9,15,37,0.6150,2.4598
0,9,30,38,0.5573,2.2294
0,9,45,39,0.7914,3.1655
0,10,0,40,0.7199,2.8795
0,10,15,41,0.6510,2.6039
0,10,30,42,0.6990,2.7962
0,10,45,43,0.6615,2.6462
0,11,0,44,0.5419,2.1677
0,11,15,45,0.6609,2.6435
0,11,30,46,0.6872,2.7487
0,11,45,47,0.6242,2.4969
0,12,0,48,0.4402,1.7607
0,12,15,49,0.4040,1.6162
0,12,30,50,0.4099,1.6395
0,12,45,51,0.4293,1.7171
0,13,0,52,0.6548,2.6193
0,13,15,53,0.5485,2.1941
0,13,30,54,0.3848,1.5392
0,13,45,55,0.5182,2.0728
0,14,0,56,0.6128,2.4513
0,14,15,57,0.5018,2.0072
0,14,30,58,0.6088,2.4351
0,14,45,59,0.6540,2.6159
0,15,0,60,0.9717,3.8868
0,15,15,61,0.9631,3.8525
0,15,30,62,0.9048,3.6191
0,15,45,63,1.0154,4.0617
0,16,0,64,0.9698,3.8790
0,16,15,65,1.1380,4.5519
0,16,30,66,1.0243,4.0973
0,16,45,67,1.1115,4.4458
0,17,0,68,1.8449,7.3795
0,17,15,69,1.1903,4.7610
0,17,30,70,1.4229,5.6914
0,17,45,71,1.0565,4.2259
0,18,0,72,2.0175,8.0699
0,18,15,73,2.1387,8.5547
0,18,30,74,1.8859,7.5438
0,18,45,75,2.2054,8.8217
0,19,0,76,1.8027,7.2106
0,19,15,77,1.8826,7.5304
0,19,30,78,2.2333,8.9333
0,19,45,79,1.7196,6.8784
0,20,0,80,1.7158,6.8632
0,20,15,81,1.6880,6.7521
0,20,30,82,1.7079,6.8317
0,20,45,83,2.0961,8.3844
0,21,0,84,1.1979,4.7914
0,21,15,85,1.2043,4.8171
0,21,30,86,1.3352,5.3407
0,21,45,87,1.1453,4.5811
0,22,0,88,0.5131,2.0523
0,22,15,89,0.6147,2.4589
0,22,30,90,0.6977,2.7907
0,22,45,91,0.6095,2.4381
0,23,0,92,0.1941,0.7765
0,23,15,93,0.2000,0.8002
0,23,30,94,0.1602,0.6410
0,23,45,95,0.2348,0.9392
1,0,0,0,0.0809,0.3236
1,0,15,1,0.0580,0.2320
1,0,30,2,0.1306,0.5226
1,0,45,3,0.0874,0.3495
1,1,0,4,0.0000,0.0000
1,1,15,5,0.0000,0.0000
1,1,30,6,0.0000,0.0000
1,1,45,7,0.0000,0.0000
1,2,0,8,0.0000,0.0000
1,2,15,9,0.0000,0.0000
1,2,30,10,0.0000,0.0000
1,2,45,11,0.0000,0.0000
1,3,0,12,0.0000,0.0000
1,3,15,13,0.0000,0.0000
1,3,30,14,0.0000,0.0000
1,3,45,15,0.0000,0.0000
1,4,0,16,0.0000,0.0000
1,4,15,17,0.0000,0.0000
1,4,30,18,0.0000,0.0000
1,4,45,19,0.0000,0.0000
1,5,0,20,0.0000,0.0000
1,5,15,21,0.0000,0.0000
1,5,30,22,0.0000,0.0000
1,5,45,23,0.0000,0.0000
1,6,0,24,0.0874,0.3498
1,6,15,25,0.1164,0.4657
1,6,30,26,0.1290,0.5159
1,6,45,27,0.1050,0.4200
1,7,0,28,0.2026,0.8103
1,7,15,29,0.1856,0.7422
1,7,30,30,0.1923,0.7693
1,7,45,31,0.1930,0.7721
1,8,0,32,0.3837,1.5349
1,8,15,33,0.4445,1.7779
1,8,30,34,0.4082,1.6329
1,8,45,35,0.3815,1.5261
1,9,0,36,0.6682,2.6726
1,9,15,37,0.6864,2.7457
1,9,30,38,0.6667,2.6670
1,9,45,39,0.6220,2.4878
1,10,0,40,0.8067,3.2266
1,10,15,41,0.6030,2.4121
1,10,30,42,0.5548,2.2190
1,10,45,43,0.5484,2.1937
1,11,0,44,0.6270,2.5079
1,11,15,45,0.6154,2.4614
1,11,30,46,0.7006,2.8024
1,11,45,47,0.7161,2.8643
1,12,0,48,0.3651,1.4604
1,12,15,49,0.4841,1.9365
1,12,30,50,0.5617,2.2469
1,12,45,51,0.4176,1.6705
1,13,0,52,0.3748,1.4993
1,13,15,53,0.5014,2.0058
1,13,30,54,0.4792,1.9166
1,13,45,55,0.5197,2.0789
1,14,0,56,0.7331,2.9324
1,14,15,57,0.6213,2.4853
1,14,30,58,0.6710,2.6839
1,14,45,59,0.6181,2.4722
1,15,0,60,0.8997,3.5989
1,15,15,61,0.8264,3.3055
1,15,30,62,0.8082,3.2330
1,15,45,63,0.9538,3.8151
1,16,0,64,1.1860,4.7440
