day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.0072,0.0286
0,0,15,1,0.0077,0.0307
0,0,30,2,0.0075,0.0301
0,0,45,3,0.0060,0.0240
0,1,0,4,0.0000,0.0000
0,1,15,5,0.0000,0.0000
0,1,30,6,0.0000,0.0000
0,1,45,7,0.0000,0.0000
0,2,0,8,0.0000,0.0000
0,2,15,9,0.0000,0.0000
0,2,30,10,0.0000,0.0000
0,2,45,11,0.0000,0.0000
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0000,0.0000
0,5,15,21,0.0000,0.0000
0,5,30,22,0.0000,0.0000
0,5,45,23,0.0000,0.0000
0,6,0,24,0.0061,0.0245
0,6,15,25,0.0065,0.0260
0,6,30,26,0.0087,0.0349
0,6,45,27,0.0072,0.0286
0,7,0,28,0.0148,0.0592
0,7,15,29,0.0155,0.0621
0,7,30,30,0.0130,0.0518
0,7,45,31,0.0158,0.0631
0,8,0,32,0.0262,0.1046
0,8,15,33,0.0259,0.1034
0,8,30,34,0.0344,0.1375
0,8,45,35,0.0291,0.1166
0,9,0,36,0.0276,0.1104
0,9,15,37,0.0471,0.1884
0,9,30,38,0.0486,0.1945
0,9,45,39,0.0453,0.1812
0,10,0,40,0.0446,0.1786
0,10,15,41,0.0505,0.2021
0,10,30,42,0.0450,0.1800
0,10,45,43,0.0372,0.1490
0,11,0,44,0.0451,0.1804
0,11,15,45,0.0494,0.1976
0,11,30,46,0.0434,0.1738
0,11,45,47,0.0469,0.1877
0,12,0,48,0.0280,0.1121
0,12,15,49,0.0322,0.1288
0,12,30,50,0.0245,0.0981
0,12,45,51,0.0231,0.0925
0,13,0,52,0.0294,0.1177
0,13,15,53,0.0320,0.1279
0,13,30,54,0.0248,0.0992
0,13,45,55,0.0312,0.1247
0,14,0,56,0.0478,0.1911
0,14,15,57,0.0423,0.1691
0,14,30,58,0.0496,0.1982
0,14,45,59,0.0432,0.1726
0,15,0,60,0.0459,0.1836
0,15,15,61,0.0603,0.2413
0,15,30,62,0.0527,0.2107
0,15,45,63,0.0481,0.1924
0,16,0,64,0.0964,0.3857
0,16,15,65,0.0863,0.3452
0,16,30,66,0.0654,0.2616
0,16,45,67,0.0603,0.2410
0,17,0,68,0.0940,0.3760
0,17,15,69,0.0801,0.3204
0,17,30,70,0.0862,0.3449
0,17,45,71,0.0867,0.3470
0,18,0,72,0.1235,0.4942
0,18,15,73,0.1330,0.5320
0,18,30,74,0.1082,0.4329
0,18,45,75,0.1416,0.5664
0,19,0,76,0.1205,0.4820
0,19,15,77,0.0844,0.3376
0,19,30,78,0.1322,0.5289
0,19,45,79,0.1191,0.4765
0,20,0,80,0.1279,0.5118
0,20,15,81,0.0907,0.3629
0,20,30,82,0.0950,0.3801
0,20,45,83,0.0958,0.3832
0,21,0,84,0.0746,0.2983
0,21,15,85,0.0793,0.3173
0,21,30,86,0.0729,0.2915
0,21,45,87,0.0856,0.3423
0,22,0,88,0.0500,0.2000
0,22,15,89,0.0372,0.1489
0,22,30,90,0.0355,0.1421
0,22,45,91,0.0360,0.1442
0,23,0,92,0.0110,0.0440
0,23,15,93,0.0130,0.0519
0,23,30,94,0.0130,0.0519
0,23,45,95,0.0114,0.0456
1,0,0,0,0.0056,0.0222
1,0,15,1,0.0048,0.0193
1,0,30,2,0.0075,0.0299
1,0,45,3,0.0051,0.0202
1,1,0,4,0.0000,0.0000
1,1,15,5,0.0000,0.0000
1,1,30,6,0.0000,0.0000
1,1,45,7,0.0000,0.0000
1,2,0,8,0.0000,0.0000
1,2,15,9,0.0000,0.0000
1,2,30,10,0.0000,0.0000
1,2,45,11,0.0000,0.0000
1,3,0,12,0.0000,0.0000
1,3,15,13,0.0000,0.0000
1,3,30,14,0.0000,0.0000
1,3,45,15,0.0000,0.0000
1,4,0,16,0.0000,0.0000
1,4,15,17,0.0000,0.0000
1,4,30,18,0.0000,0.0000
1,4,45,19,0.0000,0.0000
1,5,0,20,0.0000,0.0000
1,5,15,21,0.0000,0.0000
