day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,1.0324,4.1298
0,0,15,1,0.7146,2.8584
0,0,30,2,1.0427,4.1708
0,0,45,3,0.9495,3.7982
0,1,0,4,0.3842,1.5370
0,1,15,5,0.5254,2.1017
0,1,30,6,0.5300,2.1199
0,1,45,7,0.6275,2.5099
0,2,0,8,0.4708,1.8831
0,2,15,9,0.4868,1.9470
0,2,30,10,0.5717,2.2869
0,2,45,11,0.6118,2.4470
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.5298,2.1190
0,5,15,21,0.5179,2.0716
0,5,30,22,0.5412,2.1649
0,5,45,23,0.5290,2.1158
0,6,0,24,1.5078,6.0313
0,6,15,25,1.2782,5.1126
0,6,30,26,1.6205,6.4819
0,6,45,27,1.5814,6.3258
0,7,0,28,3.9566,15.8264
0,7,15,29,3.4395,13.7578
0,7,30,30,4.4709,17.8836
0,7,45,31,4.0194,16.0775
0,8,0,32,6.6821,26.7284
0,8,15,33,9.6932,38.7726
0,8,30,34,7.9218,31.6873
0,8,45,35,7.9716,31.8863
0,9,0,36,8.1269,32.5076
0,9,15,37,8.4065,33.6260
0,9,30,38,10.7885,43.1540
0,9,45,39,11.4686,45.8743
0,10,0,40,12.8255,51.3018
0,10,15,41,7.8758,31.5033
0,10,30,42,9.1973,36.7893
0,10,45,43,7.6887,30.7547
0,11,0,44,7.1306,28.5223
0,11,15,45,7.8300,31.3200
0,11,30,46,7.2526,29.0104
0,11,45,47,8.3101,33.2403
0,12,0,48,4.8656,19.4625
0,12,15,49,4.8921,19.5684
0,12,30,50,5.8385,23.3539
0,12,45,51,3.4689,13.8756
0,13,0,52,5.9849,23.9394
0,13,15,53,7.3745,29.4981
0,13,30,54,6.1816,24.7266
0,13,45,55,8.5759,34.3037
0,14,0,56,7.4505,29.8021
0,14,15,57,6.4947,25.9787
0,14,30,58,8.1446,32.5785
0,14,45,59,6.9677,27.8709
0,15,0,60,8.3862,33.5450
0,15,15,61,6.2096,24.8382
0,15,30,62,10.0979,40.3917
0,15,45,63,8.0977,32.3910
0,16,0,64,9.1798,36.7191
0,16,15,65,10.1441,40.5763
0,16,30,66,8.6527,34.6107
0,16,45,67,7.6349,30.5396
0,17,0,68,11.3064,45.2256
0,17,15,69,10.0657,40.2628
0,17,30,70,12.2117,48.8466
0,17,45,71,10.9749,43.8997
0,18,0,72,12.9079,51.6317
0,18,15,73,14.7458,58.9832
0,18,30,74,14.4449,57.7796
0,18,45,75,8.8613,35.4453
0,19,0,76,9.4792,37.9168
0,19,15,77,11.2160,44.8639
0,19,30,78,11.6613,46.6451
0,19,45,79,11.4211,45.6842
0,20,0,80,11.0788,44.3152
0,20,15,81,7.3347,29.3387
0,20,30,82,9.0931,36.3725
0,20,45,83,8.0582,32.2330
0,21,0,84,6.5070,26.0281
0,21,15,85,5.0618,20.2471
0,21,30,86,5.0350,20.1399
0,21,45,87,6.3827,25.5310
0,22,0,88,5.2915,21.1661
0,22,15,89,4.0778,16.3114
0,22,30,90,3.8996,15.5983
0,22,45,91,4.7239,18.8955
0,23,0,92,1.0945,4.3780
0,23,15,93,1.4327,5.7307
0,23,30,94,1.3458,5.3832
0,23,45,95,1.5818,6.3273
1,0,0,0,0.7667,3.0669
1,0,15,1,1.0786,4.3144
1,0,30,2,1.0228,4.0912
1,0,45,3,0.9456,3.7823
1,1,0,4,0.4812,1.9250
1,1,15,5,0.3663,1.4654
1,1,30,6,0.4658,1.8634
1,1,45,7,0.5678,2.2713
