day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.9553,3.8210
0,0,15,1,0.7035,2.8138
0,0,30,2,0.6237,2.4950
0,0,45,3,0.8923,3.5692
0,1,0,4,0.3655,1.4622
0,1,15,5,0.3751,1.5003
0,1,30,6,0.3816,1.5264
0,1,45,7,0.4065,1.6261
0,2,0,8,0.3812,1.5250
0,2,15,9,0.4568,1.8272
0,2,30,10,0.4405,1.7621
0,2,45,11,0.4508,1.8032
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.4203,1.6813
0,5,15,21,0.4300,1.7199
0,5,30,22,0.3114,1.2457
0,5,45,23,0.5150,2.0600
0,6,0,24,1.5622,6.2487
0,6,15,25,0.8851,3.5405
0,6,30,26,1.4978,5.9910
0,6,45,27,1.0422,4.1686
0,7,0,28,3.2446,12.9783
0,7,15,29,3.9165,15.6662
0,7,30,30,3.0660,12.2640
0,7,45,31,2.5576,10.2305
0,8,0,32,7.7505,31.0019
0,8,15,33,6.3882,25.5527
0,8,30,34,6.4754,25.9017
0,8,45,35,6.7891,27.1563
0,9,0,36,6.7184,26.8735
0,9,15,37,9.0920,36.3680
0,9,30,38,8.5592,34.2367
0,9,45,39,4.8673,19.4692
0,10,0,40,7.0746,28.2983
0,10,15,41,7.9550,31.8200
0,10,30,42,8.0780,32.3119
0,10,45,43,6.7990,27.1960
0,11,0,44,5.4714,21.8858
0,11,15,45,5.6505,22.6019
0,11,30,46,8.6288,34.5154
0,11,45,47,5.4573,21.8294
0,12,0,48,3.3822,13.5287
0,12,15,49,3.9608,15.8431
0,12,30,50,4.0682,16.2726
0,12,45,51,4.4453,17.7813
0,13,0,52,4.6642,18.6569
0,13,15,53,4.8452,19.3810
0,13,30,54,5.5717,22.2868
0,13,45,55,5.6269,22.5078
0,14,0,56,3.4688,13.8753
0,14,15,57,6.1837,24.7350
0,14,30,58,6.8324,27.3294
0,14,45,59,4.3260,17.3042
0,15,0,60,4.8152,19.2610
0,15,15,61,6.8946,27.5785
0,15,30,62,4.7955,19.1819
0,15,45,63,7.6740,30.6960
0,16,0,64,7.0348,28.1391
0,16,15,65,8.1763,32.7051
0,16,30,66,6.8528,27.4111
0,16,45,67,8.2861,33.1446
0,17,0,68,9.5700,38.2801
0,17,15,69,10.3158,41.2633
0,17,30,70,11.1734,44.6935
0,17,45,71,11.4626,45.8503
0,18,0,72,13.3585,53.4340
0,18,15,73,10.8978,43.5911
0,18,30,74,9.4549,37.8195
0,18,45,75,10.5748,42.2992
0,19,0,76,8.8319,35.3275
0,19,15,77,7.7917,31.1667
0,19,30,78,9.1566,36.6263
0,19,45,79,8.7940,35.1758
0,20,0,80,6.7548,27.0192
0,20,15,81,6.5099,26.0396
0,20,30,82,7.6982,30.7928
0,20,45,83,6.6879,26.7517
0,21,0,84,6.9354,27.7415
0,21,15,85,5.0487,20.1947
0,21,30,86,5.6054,22.4217
0,21,45,87,5.6982,22.7930
0,22,0,88,3.4621,13.8485
0,22,15,89,3.1844,12.7376
0,22,30,90,3.1301,12.5204
0,22,45,91,3.3749,13.4998
0,23,0,92,1.3391,5.3563
0,23,15,93,1.4238,5.6953
0,23,30,94,1.4841,5.9363
0,23,45,95,1.2299,4.9196
1,0,0,0,0.9836,3.9342
1,0,15,1,0.9334,3.7338
1,0,30,2,0.7182,2.8728
1,0,45,3,0.7813,3.1251
1,1,0,4,0.3777,1.5110
1,1,15,5,0.3394,1.3574
1,1,30,6,0.3562,1.4250
1,1,45,7,0.3987,1.5948
1,2,0,8,0.5203,2.0811
1,2,15,9,0.4193,1.6771
1,2,30,10,0.4683,1.8733
1,2,45,11,0.3517,1.4069
1,3,0,12,0.0000,0.0000
1,3,15,13,0.0000,0.0000
1,3,30,14,0.0000,0.0000
1,3,45,15,0.0000,0.0000
1,4,0,16,0.0000,0.0000
1,4,15,17,0.0000,0.0000
1,4,30,18,0.0000,0.0000
1,4,45,19,0.0000,0.0000
1,5,0,20,0.4160,1.6642
1,5,15,21,0.4803,1.9211
1,5,30,22,0.3791,1.5163
1,5,45,23,0.5009,2.0036
1,6,0,24,1.1191,4.4765
1,6,15,25,1.4477,5.7909
1,6,30,26,1.0836,4.3343
1,6,45,27,1.1083,4.4333
1,7,0,28,3.4243,13.6971
1,7,15,29,2.6002,10.4007
1,7,30,30,2.8678,11.4711
1,7,45,31,2.2297,8.9189
1,8,0,32,6.9706,27.8825
1,8,15,33,6.0005,24.0021
1,8,30,34,7.8900,31.5602
1,8,45,35,7.8169,31.2676
1,9,0,36,7.2270,28.9081
1,9,15,37,9.1575,36.6301
1,9,30,38,7.3745,29.4978
1,9,45,39,6.4366,25.7465
1,10,0,40,5.9470,23.7882
1,10,15,41,7.8029,31.2117
1,10,30,42,6.7249,26.8995
1,10,45,43,7.1421,28.5682
1,11,0,44,6.0946,24.3786
1,11,15,45,6.1335,24.5340
1,11,30,46,5.2782,21.1126
1,11,45,47,6.3725,25.4899
1,12,0,48,4.5976,18.3905
1,12,15,49,4.5011,18.0045
1,12,30,50,4.0664,16.2657
1,12,45,51,3.4814,13.9258
1,13,0,52,5.6557,22.6227
1,13,15,53,4.4923,17.9690
1,13,30,54,5.5885,22.3541
1,13,45,55,5.1797,20.7190
1,14,0,56,5.4521,21.8085
1,14,15,57,6.0464,24.1858
1,14,30,58,5.4954,21.9817
1,14,45,59,5.7783,23.1133
1,15,0,60,5.6433,22.5732
1,15,15,61,4.1642,16.6567
1,15,30,62,7.8430,31.3719
1,15,45,63,6.9567,27.8266
1,16,0,64,6.4318,25.7271
1,16,15,65,9.5346,38.1385
1,16,30,66,9.0821,36.3285
1,16,45,67,5.8538,23.4150
1,17,0,68,10.8712,43.4849
1,17,15,69,9.7824,39.1296
1,17,30,70,6.8703,27.4812
1,17,45,71,8.6736,34.6943
1,18,0,72,11.9937,47.9747
1,18,15,73,10.5585,42.2340
1,18,30,74,9.9245,39.6980
1,18,45,75,8.2266,32.9063
1,19,0,76,9.5893,38.3573
1,19,15,77,9.8158,39.2632
1,19,30,78,12.2173,48.8693
1,19,45,79,8.9547,35.8188
