day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.0613,0.2453
0,0,15,1,0.0550,0.2201
0,0,30,2,0.0555,0.2219
0,0,45,3,0.0559,0.2235
0,1,0,4,0.0000,0.0000
0,1,15,5,0.0000,0.0000
0,1,30,6,0.0000,0.0000
0,1,45,7,0.0000,0.0000
0,2,0,8,0.0000,0.0000
0,2,15,9,0.0000,0.0000
0,2,30,10,0.0000,0.0000
0,2,45,11,0.0000,0.0000
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0000,0.0000
0,5,15,21,0.0000,0.0000
0,5,30,22,0.0000,0.0000
0,5,45,23,0.0000,0.0000
0,6,0,24,0.0607,0.2427
0,6,15,25,0.0521,0.2084
0,6,30,26,0.0523,0.2090
0,6,45,27,0.0427,0.1710
0,7,0,28,0.0984,0.3937
0,7,15,29,0.1346,0.5383
0,7,30,30,0.1176,0.4706
0,7,45,31,0.1206,0.4824
0,8,0,32,0.2592,1.0367
0,8,15,33,0.2062,0.8250
0,8,30,34,0.2768,1.1071
0,8,45,35,0.2265,0.9059
0,9,0,36,0.4085,1.6341
0,9,15,37,0.3483,1.3932
0,9,30,38,0.3294,1.3175
0,9,45,39,0.2151,0.8603
0,10,0,40,0.3763,1.5051
0,10,15,41,0.5513,2.2053
0,10,30,42,0.4895,1.9580
0,10,45,43,0.4419,1.7676
0,11,0,44,0.3379,1.3517
0,11,15,45,0.3056,1.2224
0,11,30,46,0.2711,1.0843
0,11,45,47,0.3764,1.5054
0,12,0,48,0.2801,1.1204
0,12,15,49,0.1566,0.6264
0,12,30,50,0.1885,0.7541
0,12,45,51,0.3194,1.2774
0,13,0,52,0.2598,1.0392
0,13,15,53,0.2842,1.1367
0,13,30,54,0.2825,1.1300
0,13,45,55,0.2376,0.9502
0,14,0,56,0.3947,1.5787
0,14,15,57,0.4637,1.8549
0,14,30,58,0.4387,1.7547
0,14,45,59,0.3433,1.3733
0,15,0,60,0.5055,2.0219
0,15,15,61,0.4930,1.9719
0,15,30,62,0.5484,2.1936
0,15,45,63,0.6342,2.5368
0,16,0,64,0.7188,2.8754
0,16,15,65,0.6654,2.6615
0,16,30,66,0.5489,2.1955
0,16,45,67,0.5256,2.1024
0,17,0,68,0.9041,3.6166
0,17,15,69,0.5899,2.3595
0,17,30,70,0.7934,3.1735
0,17,45,71,0.7280,2.9120
0,18,0,72,0.9743,3.8970
0,18,15,73,0.6688,2.6753
0,18,30,74,0.8221,3.2885
0,18,45,75,1.2776,5.1103
0,19,0,76,1.0325,4.1300
0,19,15,77,0.9409,3.7635
0,19,30,78,0.8011,3.2043
0,19,45,79,0.8114,3.2457
0,20,0,80,0.8836,3.5342
0,20,15,81,0.7798,3.1191
0,20,30,82,0.9841,3.9365
0,20,45,83,0.9638,3.8551
0,21,0,84,0.7737,3.0949
