day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.7171,2.8684
0,0,15,1,0.6044,2.4177
0,0,30,2,0.6130,2.4519
0,0,45,3,0.4248,1.6992
0,1,0,4,0.3067,1.2268
0,1,15,5,0.3326,1.3302
0,1,30,6,0.2392,0.9568
0,1,45,7,0.2180,0.8720
0,2,0,8,0.3340,1.3360
0,2,15,9,0.3476,1.3902
0,2,30,10,0.2773,1.1093
0,2,45,11,0.3235,1.2939
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.1977,0.7909
0,5,15,21,0.2813,1.1252
0,5,30,22,0.2628,1.0510
0,5,45,23,0.3064,1.2258
0,6,0,24,0.6407,2.5629
0,6,15,25,0.7085,2.8341
0,6,30,26,0.9851,3.9404
0,6,45,27,0.8767,3.5070
0,7,0,28,1.7585,7.0342
0,7,15,29,1.5230,6.0920
0,7,30,30,2.0305,8.1219
0,7,45,31,2.1638,8.6553
0,8,0,32,3.5311,14.1242
0,8,15,33,4.9291,19.7162
0,8,30,34,3.7238,14.8954
0,8,45,35,4.0147,16.0589
0,9,0,36,4.2699,17.0796
0,9,15,37,3.7113,14.8454
0,9,30,38,5.0018,20.0073
0,9,45,39,5.1593,20.6374
0,10,0,40,4.1904,16.7616
0,10,15,41,5.4609,21.8436
0,10,30,42,4.8566,19.4265
0,10,45,43,5.2721,21.0883
0,11,0,44,4.7629,19.0517
0,11,15,45,4.4362,17.7450
0,11,30,46,5.1463,20.5853
0,11,45,47,4.7978,19.1913
0,12,0,48,2.9109,11.6437
0,12,15,49,2.2105,8.8421
0,12,30,50,3.0538,12.2154
0,12,45,51,1.9784,7.9135
0,13,0,52,3.5866,14.3465
0,13,15,53,2.6091,10.4364
0,13,30,54,3.1021,12.4084
0,13,45,55,3.4066,13.6262
0,14,0,56,4.5476,18.1904
0,14,15,57,3.7551,15.0205
0,14,30,58,3.9429,15.7717
