day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.0370,0.1480
0,0,15,1,0.0446,0.1785
0,0,30,2,0.0398,0.1590
0,0,45,3,0.0432,0.1729
0,1,0,4,0.0000,0.0000
0,1,15,5,0.0000,0.0000
0,1,30,6,0.0000,0.0000
0,1,45,7,0.0000,0.0000
0,2,0,8,0.0000,0.0000
0,2,15,9,0.0000,0.0000
0,2,30,10,0.0000,0.0000
0,2,45,11,0.0000,0.0000
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0000,0.0000
0,5,15,21,0.0000,0.0000
0,5,30,22,0.0000,0.0000
0,5,45,23,0.0000,0.0000
0,6,0,24,0.0395,0.1579
0,6,15,25,0.0289,0.1155
0,6,30,26,0.0485,0.1940
0,6,45,27,0.0440,0.1760
0,7,0,28,0.0824,0.3298
0,7,15,29,0.0789,0.3154
0,7,30,30,0.0713,0.2851
0,7,45,31,0.0749,0.2995
0,8,0,32,0.1887,0.7550
0,8,15,33,0.1644,0.6575
0,8,30,34,0.1328,0.5310
0,8,45,35,0.1466,0.5862
0,9,0,36,0.1619,0.6478
0,9,15,37,0.2172,0.8686
0,9,30,38,0.2196,0.8783
0,9,45,39,0.2803,1.1212
0,10,0,40,0.3229,1.2916
0,10,15,41,0.2449,0.9797
0,10,30,42,0.2600,1.0398
0,10,45,43,0.2261,0.9043
0,11,0,44,0.2753,1.1014
0,11,15,45,0.1442,0.5768
0,11,30,46,0.2728,1.0912
0,11,45,47,0.1873,0.7492
0,12,0,48,0.1530,0.6120
0,12,15,49,0.1817,0.7268
0,12,30,50,0.1655,0.6621
0,12,45,51,0.1621,0.6484
0,13,0,52,0.1810,0.7239
0,13,15,53,0.1961,0.7843
0,13,30,54,0.1728,0.6911
0,13,45,55,0.1897,0.7589
0,14,0,56,0.1778,0.7114
0,14,15,57,0.2600,1.0402
