day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.0166,0.0664
0,0,15,1,0.0152,0.0607
0,0,30,2,0.0123,0.0494
0,0,45,3,0.0162,0.0647
0,1,0,4,0.0000,0.0000
0,1,15,5,0.0000,0.0000
0,1,30,6,0.0000,0.0000
0,1,45,7,0.0000,0.0000
0,2,0,8,0.0000,0.0000
0,2,15,9,0.0000,0.0000
0,2,30,10,0.0000,0.0000
0,2,45,11,0.0000,0.0000
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0000,0.0000
0,5,15,21,0.0000,0.0000
0,5,30,22,0.0000,0.0000
0,5,45,23,0.0000,0.0000
0,6,0,24,0.0152,0.0609
0,6,15,25,0.0181,0.0725
0,6,30,26,0.0168,0.0672
0,6,45,27,0.0146,0.0583
0,7,0,28,0.0304,0.1217
0,7,15,29,0.0347,0.1389
0,7,30,30,0.0293,0.1171
0,7,45,31,0.0230,0.0918
0,8,0,32,0.0581,0.2322
0,8,15,33,0.0606,0.2425
0,8,30,34,0.0593,0.2373
0,8,45,35,0.0670,0.2681
0,9,0,36,0.0953,0.3810
0,9,15,37,0.0895,0.3579
0,9,30,38,0.1043,0.4171
0,9,45,39,0.1056,0.4225
0,10,0,40,0.0997,0.3987
0,10,15,41,0.0858,0.3430
0,10,30,42,0.1138,0.4554
0,10,45,43,0.0849,0.3394
0,11,0,44,0.0740,0.2959
0,11,15,45,0.0431,0.1724
0,11,30,46,0.0968,0.3872
0,11,45,47,0.0888,0.3552
0,12,0,48,0.0560,0.2241
0,12,15,49,0.0608,0.2433
0,12,30,50,0.0493,0.1970
0,12,45,51,0.0723,0.2893
0,13,0,52,0.0691,0.2765
0,13,15,53,0.0778,0.3111
0,13,30,54,0.0630,0.2518
0,13,45,55,0.0782,0.3128
0,14,0,56,0.1061,0.4243
0,14,15,57,0.0830,0.3321
0,14,30,58,0.0631,0.2523
0,14,45,59,0.1028,0.4111
0,15,0,60,0.1277,0.5107
0,15,15,61,0.0801,0.3203
0,15,30,62,0.0767,0.3068
0,15,45,63,0.1344,0.5376
0,16,0,64,0.1346,0.5385
0,16,15,65,0.1438,0.5753
0,16,30,66,0.1658,0.6632
0,16,45,67,0.1399,0.5597
0,17,0,68,0.2407,0.9628
0,17,15,69,0.2308,0.9232
0,17,30,70,0.2011,0.8046
0,17,45,71,0.1993,0.7974
0,18,0,72,0.3472,1.3889
0,18,15,73,0.2798,1.1193
0,18,30,74,0.3049,1.2198
0,18,45,75,0.2914,1.1657
0,19,0,76,0.3134,1.2534
0,19,15,77,0.3686,1.4745
0,19,30,78,0.2281,0.9125
0,19,45,79,0.2818,1.1272
0,20,0,80,0.2140,0.8560
0,20,15,81,0.2089,0.8355
0,20,30,82,0.2489,0.9957
0,20,45,83,0.2371,0.9484
0,21,0,84,0.1820,0.7280
0,21,15,85,0.1862,0.7450
0,21,30,86,0.1769,0.7075
0,21,45,87,0.2124,0.8495
0,22,0,88,0.0867,0.3467
0,22,15,89,0.0983,0.3931
0,22,30,90,0.0781,0.3124
0,22,45,91,0.0692,0.2767
0,23,0,92,0.0264,0.1056
0,23,15,93,0.0335,0.1338
0,23,30,94,0.0331,0.1325
0,23,45,95,0.0391,0.1566
1,0,0,0,0.0197,0.0788
1,0,15,1,0.0176,0.0703
1,0,30,2,0.0152,0.0607
1,0,45,3,0.0164,0.0655
1,1,0,4,0.0000,0.0000
1,1,15,5,0.0000,0.0000
1,1,30,6,0.0000,0.0000
1,1,45,7,0.0000,0.0000
1,2,0,8,0.0000,0.0000
1,2,15,9,0.0000,0.0000
1,2,30,10,0.0000,0.0000
1,2,45,11,0.0000,0.0000
1,3,0,12,0.0000,0.0000
1,3,15,13,0.0000,0.0000
1,3,30,14,0.0000,0.0000
1,3,45,15,0.0000,0.0000
1,4,0,16,0.0000,0.0000
1,4,15,17,0.0000,0.0000
1,4,30,18,0.0000,0.0000
1,4,45,19,0.0000,0.0000
1,5,0,20,0.0000,0.0000
1,5,15,21,0.0000,0.0000
1,5,30,22,0.0000,0.0000
1,5,45,23,0.0000,0.0000
1,6,0,24,0.0177,0.0710
1,6,15,25,0.0153,0.0613
1,6,30,26,0.0145,0.0580
1,6,45,27,0.0166,0.0666
1,7,0,28,0.0319,0.1277
1,7,15,29,0.0321,0.1285
1,7,30,30,0.0271,0.1083
1,7,45,31,0.0311,0.1244
1,8,0,32,0.0666,0.2666
1,8,15,33,0.0498,0.1992
1,8,30,34,0.0501,0.2002
1,8,45,35,0.0748,0.2992
1,9,0,36,0.0909,0.3635
1,9,15,37,0.0938,0.3751
1,9,30,38,0.0989,0.3956
1,9,45,39,0.0953,0.3811
1,10,0,40,0.1040,0.4161
1,10,15,41,0.1051,0.4205
1,10,30,42,0.1227,0.4908
1,10,45,43,0.1198,0.4793
1,11,0,44,0.1121,0.4485
1,11,15,45,0.0956,0.3823
1,11,30,46,0.1102,0.4406
1,11,45,47,0.0765,0.3061
1,12,0,48,0.0626,0.2503
1,12,15,49,0.0651,0.2605
1,12,30,50,0.0526,0.2104
1,12,45,51,0.0652,0.2606
1,13,0,52,0.0907,0.3627
1,13,15,53,0.0769,0.3076
1,13,30,54,0.0989,0.3956
1,13,45,55,0.0829,0.3316
1,14,0,56,0.1326,0.5304
1,14,15,57,0.1106,0.4424
1,14,30,58,0.0986,0.3945
1,14,45,59,0.1008,0.4032
1,15,0,60,0.1234,0.4934
1,15,15,61,0.1495,0.5979
1,15,30,62,0.1248,0.4990
1,15,45,63,0.1446,0.5783
1,16,0,64,0.1584,0.6337
1,16,15,65,0.1747,0.6988
1,16,30,66,0.1349,0.5397
1,16,45,67,0.1559,0.6238
1,17,0,68,0.2230,0.8919
1,17,15,69,0.1872,0.7488
1,17,30,70,0.2062,0.8246
1,17,45,71,0.2076,0.8304
1,18,0,72,0.3255,1.3019
1,18,15,73,0.3311,1.3244
1,18,30,74,0.2419,0.9676
1,18,45,75,0.3901,1.5603
1,19,0,76,0.2536,1.0144
1,19,15,77,0.2775,1.1101
1,19,30,78,0.3534,1.4136
1,19,45,79,0.3591,1.4366
1,20,0,80,0.2586,1.0345
1,20,15,81,0.2390,0.9562
1,20,30,82,0.3540,1.4161
1,20,45,83,0.2454,0.9814
1,21,0,84,0.2074,0.8294
1,21,15,85,0.1960,0.7841
1,21,30,86,0.1787,0.7148
1,21,45,87,0.1992,0.7970
1,22,0,88,0.0912,0.3650
1,22,15,89,0.0892,0.3568
1,22,30,90,0.0873,0.3493
1,22,45,91,0.0691,0.2762
1,23,0,92,0.0255,0.1021
1,23,15,93,0.0383,0.1531
1,23,30,94,0.0319,0.1276
1,23,45,95,0.0354,0.1414
2,0,0,0,0.0205,0.0820
2,0,15,1,0.0102,0.0408
2,0,30,2,0.0169,0.0676
2,0,45,3,0.0161,0.0644
2,1,0,4,0.0000,0.0000
2,1,15,5,0.0000,0.0000
2,1,30,6,0.0000,0.0000
2,1,45,7,0.0000,0.0000
2,2,0,8,0.0000,0.0000
2,2,15,9,0.0000,0.0000
2,2,30,10,0.0000,0.0000
2,2,45,11,0.0000,0.0000
2,3,0,12,0.0000,0.0000
2,3,15,13,0.0000,0.0000
2,3,30,14,0.0000,0.0000
2,3,45,15,0.0000,0.0000
2,4,0,16,0.0000,0.0000
2,4,15,17,0.0000,0.0000
2,4,30,18,0.0000,0.0000
2,4,45,19,0.0000,0.0000
2,5,0,20,0.0000,0.0000
2,5,15,21,0.0000,0.0000
2,5,30,22,0.0000,0.0000
2,5,45,23,0.0000,0.0000
2,6,0,24,0.0175,0.0700
2,6,15,25,0.0159,0.0637
2,6,30,26,0.0204,0.0817
2,6,45,27,0.0187,0.0747
2,7,0,28,0.0325,0.1302
2,7,15,29,0.0293,0.1172
2,7,30,30,0.0315,0.1259
2,7,45,31,0.0467,0.1870
2,8,0,32,0.0705,0.2822
2,8,15,33,0.0692,0.2767
2,8,30,34,0.0521,0.2084
