day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,1.3411,5.3643
0,0,15,1,1.1160,4.4640
0,0,30,2,0.9308,3.7230
0,0,45,3,1.0256,4.1025
0,1,0,4,0.5162,2.0649
0,1,15,5,0.4866,1.9462
0,1,30,6,0.5500,2.2000
0,1,45,7,0.5736,2.2942
0,2,0,8,0.5550,2.2201
0,2,15,9,0.7389,2.9555
0,2,30,10,0.5687,2.2747
0,2,45,11,0.3326,1.3304
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.4836,1.9344
0,5,15,21,0.4144,1.6576
0,5,30,22,0.5559,2.2234
0,5,45,23,0.5255,2.1020
0,6,0,24,1.6833,6.7331
0,6,15,25,1.6741,6.6964
0,6,30,26,1.4607,5.8427
0,6,45,27,1.3959,5.5836
0,7,0,28,3.7208,14.8831
0,7,15,29,4.5104,18.0416
0,7,30,30,3.7794,15.1175
0,7,45,31,4.3193,17.2773
0,8,0,32,7.0332,28.1328
0,8,15,33,4.6631,18.6526
0,8,30,34,6.3705,25.4821
0,8,45,35,7.4160,29.6640
0,9,0,36,6.6498,26.5993
0,9,15,37,10.9083,43.6330
0,9,30,38,7.7084,30.8336
0,9,45,39,8.7577,35.0310
0,10,0,40,10.2397,40.9590
0,10,15,41,10.8442,43.3767
0,10,30,42,9.0155,36.0620
0,10,45,43,9.5044,38.0176
0,11,0,44,7.8168,31.2671
0,11,15,45,8.1131,32.4525
0,11,30,46,7.3507,29.4027
0,11,45,47,9.7077,38.8309
0,12,0,48,5.1439,20.5756
0,12,15,49,4.9902,19.9606
0,12,30,50,4.5182,18.0728
0,12,45,51,4.8155,19.2618
0,13,0,52,6.2152,24.8608
0,13,15,53,5.8449,23.3797
0,13,30,54,5.8087,23.2349
0,13,45,55,5.5187,22.0748
0,14,0,56,5.0561,20.2244
0,14,15,57,6.7712,27.0847
0,14,30,58,7.4415,29.7659
0,14,45,59,6.4668,25.8672
0,15,0,60,8.5819,34.3275
0,15,15,61,8.4670,33.8679
0,15,30,62,7.2489,28.9954
0,15,45,63,7.6269,30.5077
0,16,0,64,8.0500,32.1998
0,16,15,65,9.0553,36.2213
0,16,30,66,12.5263,50.1052
0,16,45,67,11.2733,45.0932
0,17,0,68,13.3256,53.3025
0,17,15,69,12.6515,50.6060
0,17,30,70,12.5053,50.0210
0,17,45,71,14.2541,57.0162
0,18,0,72,8.0364,32.1456
0,18,15,73,11.6394,46.5574
0,18,30,74,12.4150,49.6601
0,18,45,75,9.3044,37.2176
0,19,0,76,13.1871,52.7483
0,19,15,77,7.7988,31.1951
0,19,30,78,10.5519,42.2077
0,19,45,79,9.8266,39.3063
0,20,0,80,10.2101,40.8404
0,20,15,81,8.2200,32.8800
0,20,30,82,10.4221,41.6884
0,20,45,83,9.5204,38.0816
0,21,0,84,5.4523,21.8094
0,21,15,85,6.2863,25.1450
0,21,30,86,6.6203,26.4812
0,21,45,87,5.7634,23.0536
0,22,0,88,3.1171,12.4685
0,22,15,89,4.8761,19.5046
0,22,30,90,4.0758,16.3032
0,22,45,91,3.8542,15.4168
0,23,0,92,1.7759,7.1036
0,23,15,93,2.0431,8.1726
0,23,30,94,1.6685,6.6740
0,23,45,95,1.3579,5.4315
1,0,0,0,0.8941,3.5766
1,0,15,1,0.9800,3.9202
1,0,30,2,0.7325,2.9301
1,0,45,3,1.0170,4.0679
1,1,0,4,0.4932,1.9728
1,1,15,5,0.4522,1.8087
1,1,30,6,0.5531,2.2124
1,1,45,7,0.4262,1.7047
1,2,0,8,0.4939,1.9755
1,2,15,9,0.4290,1.7160
1,2,30,10,0.4924,1.9695
1,2,45,11,0.4088,1.6351
1,3,0,12,0.0000,0.0000
1,3,15,13,0.0000,0.0000
1,3,30,14,0.0000,0.0000
1,3,45,15,0.0000,0.0000
1,4,0,16,0.0000,0.0000
1,4,15,17,0.0000,0.0000
1,4,30,18,0.0000,0.0000
1,4,45,19,0.0000,0.0000
1,5,0,20,0.5139,2.0555
1,5,15,21,0.5681,2.2725
