day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.0508,0.2033
0,0,15,1,0.0334,0.1338
0,0,30,2,0.0423,0.1691
0,0,45,3,0.0441,0.1765
0,1,0,4,0.0171,0.0685
0,1,15,5,0.0181,0.0725
0,1,30,6,0.0232,0.0928
0,1,45,7,0.0192,0.0769
0,2,0,8,0.0196,0.0782
0,2,15,9,0.0157,0.0630
0,2,30,10,0.0205,0.0819
0,2,45,11,0.0195,0.0782
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0176,0.0702
0,5,15,21,0.0188,0.0751
0,5,30,22,0.0146,0.0584
0,5,45,23,0.0198,0.0792
0,6,0,24,0.0581,0.2326
0,6,15,25,0.0597,0.2389
0,6,30,26,0.0763,0.3053
0,6,45,27,0.0687,0.2749
0,7,0,28,0.1238,0.4952
0,7,15,29,0.1716,0.6864
0,7,30,30,0.2176,0.8702
0,7,45,31,0.1936,0.7746
0,8,0,32,0.3094,1.2377
0,8,15,33,0.3066,1.2265
0,8,30,34,0.2936,1.1745
0,8,45,35,0.2856,1.1425
0,9,0,36,0.3909,1.5637
0,9,15,37,0.3054,1.2217
0,9,30,38,0.4685,1.8742
0,9,45,39,0.3509,1.4037
0,10,0,40,0.3631,1.4525
0,10,15,41,0.3631,1.4523
0,10,30,42,0.3983,1.5934
0,10,45,43,0.3496,1.3986
0,11,0,44,0.2819,1.1276
0,11,15,45,0.3341,1.3363
0,11,30,46,0.3186,1.2743
0,11,45,47,0.3480,1.3920
0,12,0,48,0.2211,0.8843
0,12,15,49,0.1438,0.5752
0,12,30,50,0.2298,0.9192
0,12,45,51,0.1954,0.7815
0,13,0,52,0.2152,0.8608
0,13,15,53,0.2319,0.9275
0,13,30,54,0.3002,1.2010
0,13,45,55,0.2443,0.9773
0,14,0,56,0.3202,1.2807
0,14,15,57,0.2212,0.8846
0,14,30,58,0.2049,0.8198
0,14,45,59,0.2522,1.0088
0,15,0,60,0.3198,1.2791
0,15,15,61,0.3202,1.2810
0,15,30,62,0.2713,1.0852
0,15,45,63,0.2691,1.0763
0,16,0,64,0.3627,1.4508
0,16,15,65,0.3496,1.3984
0,16,30,66,0.3739,1.4954
0,16,45,67,0.3431,1.3723
0,17,0,68,0.5586,2.2345
0,17,15,69,0.4631,1.8523
0,17,30,70,0.4336,1.7342
0,17,45,71,0.4378,1.7514
0,18,0,72,0.6345,2.5380
0,18,15,73,0.5331,2.1324
0,18,30,74,0.4964,1.9858
0,18,45,75,0.5159,2.0638
0,19,0,76,0.5224,2.0896
0,19,15,77,0.4984,1.9935
0,19,30,78,0.4219,1.6874
0,19,45,79,0.4783,1.9131
0,20,0,80,0.3390,1.3558
0,20,15,81,0.3373,1.3490
0,20,30,82,0.3316,1.3264
0,20,45,83,0.3652,1.4609
0,21,0,84,0.2777,1.1108
0,21,15,85,0.2311,0.9245
0,21,30,86,0.3038,1.2150
0,21,45,87,0.1618,0.6471
0,22,0,88,0.1547,0.6186
0,22,15,89,0.1617,0.6469
0,22,30,90,0.1316,0.5263
0,22,45,91,0.2065,0.8261
0,23,0,92,0.0572,0.2288
0,23,15,93,0.0572,0.2288
0,23,30,94,0.0642,0.2568
0,23,45,95,0.0538,0.2152
1,0,0,0,0.0311,0.1242
1,0,15,1,0.0417,0.1668
1,0,30,2,0.0375,0.1500
1,0,45,3,0.0449,0.1796
1,1,0,4,0.0179,0.0717
1,1,15,5,0.0210,0.0841
1,1,30,6,0.0210,0.0841
1,1,45,7,0.0161,0.0644
1,2,0,8,0.0123,0.0494
1,2,15,9,0.0171,0.0685
1,2,30,10,0.0180,0.0721
1,2,45,11,0.0168,0.0673
1,3,0,12,0.0000,0.0000
1,3,15,13,0.0000,0.0000
1,3,30,14,0.0000,0.0000
1,3,45,15,0.0000,0.0000
1,4,0,16,0.0000,0.0000
1,4,15,17,0.0000,0.0000
1,4,30,18,0.0000,0.0000
1,4,45,19,0.0000,0.0000
1,5,0,20,0.0177,0.0707
1,5,15,21,0.0207,0.0830
1,5,30,22,0.0172,0.0689
1,5,45,23,0.0249,0.0997
1,6,0,24,0.0530,0.2119
1,6,15,25,0.0671,0.2683
1,6,30,26,0.0737,0.2946
1,6,45,27,0.0597,0.2389
1,7,0,28,0.1841,0.7365
1,7,15,29,0.1353,0.5410
1,7,30,30,0.1710,0.6840
1,7,45,31,0.1422,0.5689
1,8,0,32,0.2986,1.1945
1,8,15,33,0.3115,1.2460
1,8,30,34,0.3380,1.3521
1,8,45,35,0.3910,1.5639
1,9,0,36,0.4105,1.6418
1,9,15,37,0.4120,1.6478
1,9,30,38,0.4019,1.6078
1,9,45,39,0.2452,0.9809
