day,hour,minute,interval,energy_kwh,power_kw
0,0,0,0,0.0062,0.0249
0,0,15,1,0.0037,0.0149
0,0,30,2,0.0062,0.0249
0,0,45,3,0.0045,0.0179
0,1,0,4,0.0000,0.0000
0,1,15,5,0.0000,0.0000
0,1,30,6,0.0000,0.0000
0,1,45,7,0.0000,0.0000
0,2,0,8,0.0000,0.0000
0,2,15,9,0.0000,0.0000
0,2,30,10,0.0000,0.0000
0,2,45,11,0.0000,0.0000
0,3,0,12,0.0000,0.0000
0,3,15,13,0.0000,0.0000
0,3,30,14,0.0000,0.0000
0,3,45,15,0.0000,0.0000
0,4,0,16,0.0000,0.0000
0,4,15,17,0.0000,0.0000
0,4,30,18,0.0000,0.0000
0,4,45,19,0.0000,0.0000
0,5,0,20,0.0000,0.0000
0,5,15,21,0.0000,0.0000
0,5,30,22,0.0000,0.0000
0,5,45,23,0.0000,0.0000
0,6,0,24,0.0068,0.0274
0,6,15,25,0.0055,0.0220
0,6,30,26,0.0053,0.0214
0,6,45,27,0.0058,0.0234
0,7,0,28,0.0130,0.0521
0,7,15,29,0.0145,0.0578
0,7,30,30,0.0098,0.0391
0,7,45,31,0.0110,0.0441
0,8,0,32,0.0261,0.1046
0,8,15,33,0.0203,0.0810
0,8,30,34,0.0207,0.0829
0,8,45,35,0.0212,0.0849
0,9,0,36,0.0359,0.1437
0,9,15,37,0.0369,0.1478
0,9,30,38,0.0439,0.1757
0,9,45,39,0.0324,0.1296
0,10,0,40,0.0326,0.1305
0,10,15,41,0.0389,0.1556
0,10,30,42,0.0462,0.1849
0,10,45,43,0.0347,0.1389
0,11,0,44,0.0370,0.1481
0,11,15,45,0.0347,0.1388
0,11,30,46,0.0432,0.1727
0,11,45,47,0.0340,0.1361
0,12,0,48,0.0274,0.1097
0,12,15,49,0.0247,0.0988
0,12,30,50,0.0240,0.0959
0,12,45,51,0.0236,0.0945
0,13,0,52,0.0252,0.1010
0,13,15,53,0.0339,0.1357
0,13,30,54,0.0290,0.1159
0,13,45,55,0.0361,0.1445
0,14,0,56,0.0303,0.1214
0,14,15,57,0.0402,0.1608
0,14,30,58,0.0321,0.1285
0,14,45,59,0.0428,0.1712
0,15,0,60,0.0428,0.1710
0,15,15,61,0.0399,0.1598
0,15,30,62,0.0525,0.2099
0,15,45,63,0.0576,0.2303
0,16,0,64,0.0646,0.2583
0,16,15,65,0.0568,0.2272
0,16,30,66,0.0580,0.2318
0,16,45,67,0.0570,0.2278
0,17,0,68,0.0707,0.2827
0,17,15,69,0.0770,0.3078
0,17,30,70,0.0650,0.2600
0,17,45,71,0.0916,0.3663
0,18,0,72,0.1184,0.4737
0,18,15,73,0.1141,0.4566
0,18,30,74,0.1068,0.4270
0,18,45,75,0.1095,0.4382
0,19,0,76,0.0839,0.3358
0,19,15,77,0.1141,0.4565
0,19,30,78,0.1220,0.4879
0,19,45,79,0.0960,0.3838
0,20,0,80,0.0994,0.3976
0,20,15,81,0.0928,0.3712
0,20,30,82,0.1016,0.4063
0,20,45,83,0.0839,0.3356
0,21,0,84,0.0621,0.2485
0,21,15,85,0.0583,0.2333
0,21,30,86,0.0617,0.2468
0,21,45,87,0.0722,0.2888
0,22,0,88,0.0223,0.0890
0,22,15,89,0.0366,0.1465
0,22,30,90,0.0377,0.1507
0,22,45,91,0.0370,0.1478
0,23,0,92,0.0095,0.0379
0,23,15,93,0.0124,0.0494
0,23,30,94,0.0092,0.0366
0,23,45,95,0.0140,0.0561
1,0,0,0,0.0065,0.0258
1,0,15,1,0.0055,0.0221
1,0,30,2,0.0065,0.0261
